YEAR,MO,DY,HR,GHI_W/m2,Temp_C,WindSpeed_m/s
2006,1,1,0,0.0,0.25,2.36
2006,1,1,1,0.0,0.23,2.51
2006,1,1,2,0.0,0.33,2.74
2006,1,1,3,0.0,0.4,2.79
2006,1,1,4,0.0,0.45,2.56
2006,1,1,5,0.0,0.58,2.24
2006,1,1,6,0.0,0.71,2.02
2006,1,1,7,0.0,0.84,1.85
2006,1,1,8,27.75,1.01,1.56
2006,1,1,9,19.67,1.26,1.02
2006,1,1,10,36.2,1.55,0.65
2006,1,1,11,43.88,1.73,0.6
2006,1,1,12,68.1,1.98,0.81
2006,1,1,13,63.92,2.35,1.18
2006,1,1,14,38.28,2.71,1.3
2006,1,1,15,43.55,3.02,1.58
2006,1,1,16,9.32,3.16,1.94
2006,1,1,17,0.0,3.28,2.35
2006,1,1,18,0.0,3.25,2.41
2006,1,1,19,0.0,3.22,2.72
2006,1,1,20,0.0,3.23,2.94
2006,1,1,21,0.0,3.2,3.06
2006,1,1,22,0.0,3.18,3.11
2006,1,1,23,0.0,3.15,2.87
2006,1,2,0,0.0,3.06,2.51
2006,1,2,1,0.0,2.9,2.12
2006,1,2,2,0.0,2.75,2.12
2006,1,2,3,0.0,2.58,2.4
2006,1,2,4,0.0,2.51,2.9
2006,1,2,5,0.0,2.63,4.14
2006,1,2,6,0.0,2.8,4.95
2006,1,2,7,0.0,2.9,5.9
2006,1,2,8,14.85,3.02,6.39
2006,1,2,9,47.45,3.08,6.53
2006,1,2,10,59.0,3.02,7.13
2006,1,2,11,95.07,3.0,7.84
2006,1,2,12,87.75,3.06,8.5
2006,1,2,13,74.82,3.13,9.07
2006,1,2,14,43.05,3.23,9.38
2006,1,2,15,31.92,3.28,9.18
2006,1,2,16,7.28,3.28,9.14
2006,1,2,17,0.0,3.23,9.76
2006,1,2,18,0.0,3.16,9.63
2006,1,2,19,0.0,3.14,9.18
2006,1,2,20,0.0,3.1,8.67
2006,1,2,21,0.0,3.06,8.52
2006,1,2,22,0.0,3.0,8.68
2006,1,2,23,0.0,2.97,8.81
2006,1,3,0,0.0,2.96,9.02
2006,1,3,1,0.0,2.95,9.07
2006,1,3,2,0.0,2.95,8.73
2006,1,3,3,0.0,2.93,8.38
2006,1,3,4,0.0,2.91,8.25
2006,1,3,5,0.0,2.84,8.31
2006,1,3,6,0.0,2.67,8.64
2006,1,3,7,0.0,2.46,8.8
2006,1,3,8,41.38,2.45,8.59
2006,1,3,9,62.47,2.62,8.37
2006,1,3,10,98.45,2.65,8.12
2006,1,3,11,130.3,2.48,7.72
2006,1,3,12,124.93,2.46,7.35
2006,1,3,13,107.57,2.53,6.9
2006,1,3,14,75.38,2.67,6.39
2006,1,3,15,30.62,2.66,6.09
2006,1,3,16,18.45,2.67,5.99
2006,1,3,17,0.0,2.83,6.14
2006,1,3,18,0.0,3.0,6.07
2006,1,3,19,0.0,3.03,5.57
2006,1,3,20,0.0,3.02,5.01
2006,1,3,21,0.0,2.96,4.71
2006,1,3,22,0.0,2.78,4.26
2006,1,3,23,0.0,2.6,3.77
2006,1,4,0,0.0,2.52,3.63
2006,1,4,1,0.0,2.38,3.76
2006,1,4,2,0.0,2.3,3.85
2006,1,4,3,0.0,2.23,3.85
2006,1,4,4,0.0,2.26,3.99
2006,1,4,5,0.0,2.41,4.13
2006,1,4,6,0.0,2.57,4.15
2006,1,4,7,0.0,2.76,4.0
2006,1,4,8,21.23,3.0,3.65
2006,1,4,9,19.6,3.19,3.64
2006,1,4,10,63.67,3.21,3.51
2006,1,4,11,69.93,3.23,3.35
2006,1,4,12,75.45,3.3,3.03
2006,1,4,13,30.83,3.6,2.77
2006,1,4,14,29.67,4.13,2.4
2006,1,4,15,53.9,4.41,1.98
2006,1,4,16,12.02,4.62,2.12
2006,1,4,17,0.0,4.79,2.72
2006,1,4,18,0.0,4.87,3.43
2006,1,4,19,0.0,4.84,4.13
2006,1,4,20,0.0,4.8,4.53
2006,1,4,21,0.0,4.67,4.31
2006,1,4,22,0.0,4.54,3.65
2006,1,4,23,0.0,4.5,3.05
2006,1,5,0,0.0,4.54,3.23
2006,1,5,1,0.0,4.35,4.55
