YEAR,MO,DY,HR,GHI_W/m2,Temp_C,WindSpeed_m/s
2006,1,1,0,0.0,4.57,6.71
2006,1,1,1,0.0,4.26,7.13
2006,1,1,2,0.0,4.08,7.22
2006,1,1,3,0.0,3.65,6.76
2006,1,1,4,0.0,2.96,6.36
2006,1,1,5,0.0,2.47,7.05
2006,1,1,6,0.0,2.62,8.6
2006,1,1,7,46.95,2.68,9.57
2006,1,1,8,230.52,4.12,10.58
2006,1,1,9,405.05,6.07,12.32
2006,1,1,10,531.42,7.48,12.92
2006,1,1,11,599.42,8.54,12.93
2006,1,1,12,602.2,9.4,12.66
2006,1,1,13,540.65,9.83,12.44
2006,1,1,14,418.25,9.79,12.09
2006,1,1,15,248.18,9.21,11.25
2006,1,1,16,58.35,7.7,9.9
2006,1,1,17,0.0,5.89,8.9
2006,1,1,18,0.0,4.62,8.18
2006,1,1,19,0.0,3.81,7.93
2006,1,1,20,0.0,3.12,7.62
2006,1,1,21,0.0,2.21,7.11
2006,1,1,22,0.0,1.4,6.63
2006,1,1,23,0.0,0.7,6.41
2006,1,2,0,0.0,0.06,6.05
2006,1,2,1,0.0,-0.46,5.87
2006,1,2,2,0.0,-0.69,5.57
2006,1,2,3,0.0,-0.87,5.15
2006,1,2,4,0.0,-0.99,4.83
2006,1,2,5,0.0,-0.98,4.39
2006,1,2,6,0.0,-0.76,4.13
2006,1,2,7,26.1,0.34,4.17
2006,1,2,8,193.88,3.2,4.71
2006,1,2,9,329.83,6.39,4.34
2006,1,2,10,474.83,10.41,5.78
2006,1,2,11,572.67,12.96,6.73
2006,1,2,12,568.62,14.27,7.04
2006,1,2,13,515.72,14.87,7.15
2006,1,2,14,398.75,14.78,7.08
2006,1,2,15,230.4,13.81,6.22
2006,1,2,16,56.92,10.1,3.57
2006,1,2,17,0.0,6.41,2.58
2006,1,2,18,0.0,5.59,2.64
2006,1,2,19,0.0,5.18,2.96
2006,1,2,20,0.0,5.31,3.69
2006,1,2,21,0.0,5.72,4.57
2006,1,2,22,0.0,5.56,5.01
2006,1,2,23,0.0,5.26,5.12
2006,1,3,0,0.0,5.05,4.94
2006,1,3,1,0.0,4.96,4.79
2006,1,3,2,0.0,5.05,4.54
2006,1,3,3,0.0,4.94,4.29
2006,1,3,4,0.0,4.47,4.05
2006,1,3,5,0.0,3.7,3.87
2006,1,3,6,0.0,3.23,3.95
2006,1,3,7,31.3,3.93,4.48
2006,1,3,8,147.9,6.94,5.21
2006,1,3,9,277.95,10.53,5.81
2006,1,3,10,422.0,13.67,8.07
2006,1,3,11,544.5,14.36,9.01
2006,1,3,12,463.12,14.36,9.4
2006,1,3,13,422.33,14.14,9.55
2006,1,3,14,297.42,13.72,9.21
2006,1,3,15,188.3,12.7,8.1
2006,1,3,16,48.8,10.13,5.94
2006,1,3,17,0.0,6.74,4.5
2006,1,3,18,0.0,5.43,4.85
2006,1,3,19,0.0,4.46,5.14
2006,1,3,20,0.0,3.67,4.96
2006,1,3,21,0.0,3.23,4.96
2006,1,3,22,0.0,3.21,5.18
2006,1,3,23,0.0,2.97,5.11
2006,1,4,0,0.0,2.53,4.87
2006,1,4,1,0.0,1.99,4.52
2006,1,4,2,0.0,1.33,4.06
2006,1,4,3,0.0,0.65,3.68
2006,1,4,4,0.0,-0.53,3.14
2006,1,4,5,0.0,-1.52,2.65
2006,1,4,6,0.0,-2.12,2.32
2006,1,4,7,38.25,-1.28,2.09
2006,1,4,8,200.12,3.4,3.13
2006,1,4,9,375.1,6.59,2.71
2006,1,4,10,511.65,10.64,3.96
2006,1,4,11,525.3,12.54,5.4
2006,1,4,12,550.97,13.49,6.49
2006,1,4,13,536.5,13.63,7.17
2006,1,4,14,424.23,13.27,7.31
2006,1,4,15,255.5,12.37,6.61
2006,1,4,16,64.95,9.24,4.44
2006,1,4,17,0.0,5.77,3.6
