YEAR,MO,DY,HR,GHI_W/m2,Temp_C,WindSpeed_m/s
2006,1,1,0,0.0,13.23,0.15
2006,1,1,1,0.0,13.06,0.15
2006,1,1,2,0.0,12.83,0.16
2006,1,1,3,0.0,12.55,0.17
2006,1,1,4,0.0,12.47,0.18
2006,1,1,5,0.0,12.77,0.19
2006,1,1,6,0.0,13.2,0.19
2006,1,1,7,34.53,15.07,0.15
2006,1,1,8,110.35,17.36,0.13
2006,1,1,9,199.75,19.63,0.13
2006,1,1,10,255.98,21.64,0.15
2006,1,1,11,295.8,23.14,0.18
2006,1,1,12,297.38,24.17,0.21
2006,1,1,13,175.88,24.2,0.21
2006,1,1,14,115.6,23.68,0.21
2006,1,1,15,57.35,22.63,0.18
2006,1,1,16,38.3,21.27,0.15
2006,1,1,17,0.0,20.42,0.15
2006,1,1,18,0.0,20.18,0.15
2006,1,1,19,0.0,20.0,0.15
2006,1,1,20,0.0,19.81,0.14
2006,1,1,21,0.0,19.66,0.13
2006,1,1,22,0.0,19.68,0.12
2006,1,1,23,0.0,19.65,0.13
2006,1,2,0,0.0,19.64,0.13
2006,1,2,1,0.0,19.59,0.14
2006,1,2,2,0.0,19.5,0.15
2006,1,2,3,0.0,19.46,0.15
2006,1,2,4,0.0,19.54,0.16
2006,1,2,5,0.0,19.56,0.16
2006,1,2,6,0.0,19.52,0.15
2006,1,2,7,47.15,19.73,0.17
2006,1,2,8,192.3,20.69,0.22
2006,1,2,9,296.3,22.06,0.26
2006,1,2,10,399.25,23.76,0.29
2006,1,2,11,536.17,24.72,0.3
2006,1,2,12,575.3,25.08,0.29
2006,1,2,13,518.92,25.02,0.26
2006,1,2,14,381.23,24.54,0.25
2006,1,2,15,219.07,23.53,0.21
2006,1,2,16,55.22,21.48,0.17
2006,1,2,17,0.0,19.69,0.16
2006,1,2,18,0.0,18.52,0.15
2006,1,2,19,0.0,17.28,0.15
2006,1,2,20,0.0,15.35,0.14
2006,1,2,21,0.0,14.84,0.17
2006,1,2,22,0.0,14.5,0.2
2006,1,2,23,0.0,13.59,0.21
2006,1,3,0,0.0,12.66,0.2
2006,1,3,1,0.0,11.87,0.21
2006,1,3,2,0.0,11.02,0.19
2006,1,3,3,0.0,10.01,0.18
2006,1,3,4,0.0,9.06,0.18
2006,1,3,5,0.0,8.62,0.19
2006,1,3,6,0.0,8.12,0.19
2006,1,3,7,77.22,9.69,0.18
2006,1,3,8,270.1,12.5,0.16
2006,1,3,9,442.55,14.98,0.19
2006,1,3,10,567.4,16.65,0.2
2006,1,3,11,635.97,18.01,0.18
2006,1,3,12,637.6,18.92,0.15
2006,1,3,13,565.12,19.39,0.14
2006,1,3,14,434.58,19.22,0.13
2006,1,3,15,262.73,18.25,0.11
2006,1,3,16,73.1,15.27,0.45
2006,1,3,17,0.0,13.18,0.94
2006,1,3,18,0.0,12.47,0.97
2006,1,3,19,0.0,12.03,0.97
2006,1,3,20,0.0,11.83,0.94
2006,1,3,21,0.0,11.42,0.92
2006,1,3,22,0.0,10.64,0.95
2006,1,3,23,0.0,9.97,0.97
2006,1,4,0,0.0,9.38,0.97
2006,1,4,1,0.0,8.76,0.98
2006,1,4,2,0.0,8.0,0.96
2006,1,4,3,0.0,7.24,0.89
2006,1,4,4,0.0,6.72,0.83
2006,1,4,5,0.0,6.56,0.82
2006,1,4,6,0.0,6.65,0.84
2006,1,4,7,77.35,8.64,0.33
2006,1,4,8,268.6,11.92,0.1
2006,1,4,9,394.9,15.07,0.09
2006,1,4,10,507.05,17.99,0.13
2006,1,4,11,575.38,19.3,0.13
2006,1,4,12,552.12,20.01,0.13
2006,1,4,13,481.2,20.14,0.14
2006,1,4,14,390.35,19.29,0.14
2006,1,4,15,233.43,18.23,0.13
2006,1,4,16,32.55,15.65,0.14
2006,1,4,17,0.0,13.6,0.2
2006,1,4,18,0.0,13.78,0.21
2006,1,4,19,0.0,12.94,0.2
2006,1,4,20,0.0,12.34,0.2
2006,1,4,21,0.0,12.39,0.21
2006,1,4,22,0.0,12.41,0.21
2006,1,4,23,0.0,11.97,0.19
2006,1,5,0,0.0,11.59,0.18
2006,1,5,1,0.0,11.14,0.16
2006,1,5,2,0.0,11.0,0.15
2006,1,5,3,0.0,11.31,0.17
2006,1,5,4,0.0,11.53,0.18
2006,1,5,5,0.0,10.94,0.18
2006,1,5,6,0.0,10.22,0.18
2006,1,5,7,72.28,10.14,0.19
2006,1,5,8,257.95,11.67,0.25
2006,1,5,9,430.73,13.62,0.27
2006,1,5,10,559.42,15.03,0.31
2006,1,5,11,644.22,15.81,0.34
2006,1,5,12,647.97,16.0,0.38
2006,1,5,13,578.95,15.69,0.41
2006,1,5,14,449.52,15.01,0.4
2006,1,5,15,274.5,13.99,0.38
2006,1,5,16,79.53,12.29,0.32
2006,1,5,17,0.0,10.55,0.28
2006,1,5,18,0.0,9.75,0.28
2006,1,5,19,0.0,9.18,0.26
2006,1,5,20,0.0,8.64,0.26
2006,1,5,21,0.0,7.75,0.26
2006,1,5,22,0.0,7.14,0.24
2006,1,5,23,0.0,6.51,0.23
2006,1,6,0,0.0,5.83,0.21
2006,1,6,1,0.0,4.66,0.19
2006,1,6,2,0.0,4.25,0.19
2006,1,6,3,0.0,3.8,0.18
2006,1,6,4,0.0,3.4,0.18
2006,1,6,5,0.0,2.39,0.18
2006,1,6,6,0.0,2.01,0.19
2006,1,6,7,80.05,3.29,0.19
2006,1,6,8,233.23,5.23,0.31
2006,1,6,9,295.5,6.42,0.35
2006,1,6,10,298.48,6.99,0.37
2006,1,6,11,310.17,7.35,0.38
2006,1,6,12,191.43,7.36,0.38
2006,1,6,13,148.68,7.34,0.38
2006,1,6,14,114.35,7.06,0.37
2006,1,6,15,67.82,6.4,0.35
2006,1,6,16,36.15,4.93,0.27
2006,1,6,17,0.0,2.78,0.21
2006,1,6,18,0.0,1.95,0.2
2006,1,6,19,0.0,1.08,0.18
2006,1,6,20,0.0,0.22,0.17
2006,1,6,21,0.0,-0.49,0.18
2006,1,6,22,0.0,-1.43,0.17
2006,1,6,23,0.0,-1.93,0.16
2006,1,7,0,0.0,-2.64,0.21
2006,1,7,1,0.0,-3.05,0.29
2006,1,7,2,0.0,-2.67,0.15
2006,1,7,3,0.0,-3.39,0.45
2006,1,7,4,0.0,-3.58,0.62
2006,1,7,5,0.0,-3.68,0.66
2006,1,7,6,0.0,-3.53,0.67
2006,1,7,7,79.9,-1.91,0.21
2006,1,7,8,275.3,1.25,0.02
2006,1,7,9,453.05,4.75,0.07
2006,1,7,10,585.12,6.89,0.09
2006,1,7,11,641.47,8.84,0.12
2006,1,7,12,635.8,10.33,0.13
2006,1,7,13,569.47,11.24,0.14
2006,1,7,14,424.15,11.35,0.15
2006,1,7,15,268.17,10.7,0.15
2006,1,7,16,82.88,7.43,0.51
2006,1,7,17,0.0,4.2,0.54
2006,1,7,18,0.0,4.1,0.23
2006,1,7,19,0.0,4.23,0.24
2006,1,7,20,0.0,4.03,0.24
2006,1,7,21,0.0,3.87,0.24
2006,1,7,22,0.0,3.94,0.24
2006,1,7,23,0.0,4.06,0.25
2006,1,8,0,0.0,4.22,0.24
2006,1,8,1,0.0,4.5,0.24
2006,1,8,2,0.0,4.62,0.24
2006,1,8,3,0.0,4.93,0.25
2006,1,8,4,0.0,5.64,0.26
2006,1,8,5,0.0,6.41,0.27
2006,1,8,6,0.0,6.89,0.26
2006,1,8,7,72.55,9.48,0.23
2006,1,8,8,230.85,13.31,0.18
2006,1,8,9,401.35,16.67,0.24
2006,1,8,10,497.4,18.86,0.28
2006,1,8,11,590.33,19.97,0.3
2006,1,8,12,600.45,20.43,0.31
2006,1,8,13,537.5,20.46,0.3
2006,1,8,14,413.83,20.05,0.3
2006,1,8,15,241.25,19.16,0.27
2006,1,8,16,80.82,17.77,0.21
2006,1,8,17,0.0,16.72,0.2
2006,1,8,18,0.0,16.32,0.19
2006,1,8,19,0.0,16.02,0.19
2006,1,8,20,0.0,15.76,0.19
2006,1,8,21,0.0,15.5,0.19
2006,1,8,22,0.0,15.22,0.18
2006,1,8,23,0.0,14.99,0.17
2006,1,9,0,0.0,14.71,0.17
2006,1,9,1,0.0,14.42,0.16
2006,1,9,2,0.0,14.2,0.16
2006,1,9,3,0.0,14.17,0.16
2006,1,9,4,0.0,13.35,0.15
2006,1,9,5,0.0,12.76,0.14
2006,1,9,6,0.0,12.53,0.2
2006,1,9,7,43.55,14.06,0.14
