YEAR,MO,DY,HR,GHI_W/m2,Temp_C,WindSpeed_m/s
2006,1,1,0,0.0,2.73,0.22
2006,1,1,1,0.0,1.99,0.23
2006,1,1,2,0.0,1.36,0.22
2006,1,1,3,0.0,0.87,0.23
2006,1,1,4,0.0,0.42,0.24
2006,1,1,5,0.0,0.02,0.23
2006,1,1,6,0.0,-0.3,0.38
2006,1,1,7,5.53,0.01,0.76
2006,1,1,8,121.38,3.09,0.21
2006,1,1,9,309.3,6.1,0.19
2006,1,1,10,451.9,9.64,0.16
2006,1,1,11,546.75,12.97,0.23
2006,1,1,12,573.85,14.69,0.24
2006,1,1,13,545.55,15.38,0.23
2006,1,1,14,436.25,15.42,0.22
2006,1,1,15,280.42,15.46,0.21
2006,1,1,16,110.57,12.51,0.35
2006,1,1,17,4.82,8.65,0.49
2006,1,1,18,0.0,8.13,0.22
2006,1,1,19,0.0,8.43,0.23
2006,1,1,20,0.0,8.45,0.22
2006,1,1,21,0.0,8.03,0.19
2006,1,1,22,0.0,8.07,0.16
2006,1,1,23,0.0,7.95,0.13
2006,1,2,0,0.0,7.88,0.14
2006,1,2,1,0.0,7.73,0.1
2006,1,2,2,0.0,7.75,0.11
2006,1,2,3,0.0,7.87,0.12
2006,1,2,4,0.0,8.08,0.14
2006,1,2,5,0.0,8.31,0.15
2006,1,2,6,0.0,8.65,0.16
2006,1,2,7,2.72,8.86,0.22
2006,1,2,8,21.12,9.46,0.42
2006,1,2,9,39.85,10.96,0.53
2006,1,2,10,51.5,12.82,0.67
2006,1,2,11,80.95,14.23,0.42
2006,1,2,12,57.83,15.18,0.28
2006,1,2,13,26.98,15.93,0.29
2006,1,2,14,43.1,16.72,0.52
2006,1,2,15,40.42,17.55,0.54
2006,1,2,16,30.58,17.48,0.42
2006,1,2,17,2.55,17.1,0.38
2006,1,2,18,0.0,16.98,0.35
2006,1,2,19,0.0,17.11,0.36
2006,1,2,20,0.0,17.29,0.38
2006,1,2,21,0.0,17.28,0.37
2006,1,2,22,0.0,17.15,0.38
2006,1,2,23,0.0,16.84,0.41
2006,1,3,0,0.0,16.14,0.45
2006,1,3,1,0.0,15.16,0.36
2006,1,3,2,0.0,13.95,0.29
2006,1,3,3,0.0,12.77,0.26
2006,1,3,4,0.0,11.65,0.24
2006,1,3,5,0.0,10.74,0.23
