YEAR,MO,DY,HR,GHI_W/m2,Temp_C,WindSpeed_m/s
2006,1,11,13,114.45,9.38,2.87
2006,1,11,14,89.35,9.32,2.75
2006,1,11,15,26.23,8.86,3.31
2006,1,11,16,9.57,8.63,4.18
2006,1,11,17,0.0,8.55,4.7
2006,1,11,18,0.0,8.68,5.8
2006,1,11,19,0.0,9.6,7.54
2006,1,11,20,0.0,9.78,7.61
2006,1,11,21,0.0,9.71,7.93
2006,1,11,22,0.0,10.06,8.28
2006,1,11,23,0.0,10.18,7.66
2006,1,12,0,0.0,9.77,6.1
2006,1,12,1,0.0,8.83,5.18
2006,1,12,2,0.0,7.62,4.56
2006,1,12,3,0.0,6.65,3.54
2006,1,12,4,0.0,6.14,3.18
2006,1,12,5,0.0,5.61,3.27
2006,1,12,6,0.0,5.31,3.34
2006,1,12,7,11.65,5.3,3.36
2006,1,12,8,127.68,6.22,3.51
2006,1,12,9,281.9,7.16,3.62
2006,1,12,10,389.02,8.13,3.45
2006,1,12,11,459.2,8.83,3.5
2006,1,12,12,465.8,9.41,3.7
2006,1,12,13,414.58,9.8,3.83
2006,1,12,14,313.1,10.04,3.69
2006,1,12,15,171.45,9.78,3.22
2006,1,12,16,28.9,8.63,3.12
2006,1,12,17,0.0,8.03,3.3
2006,1,12,18,0.0,7.6,3.41
2006,1,12,19,0.0,7.1,3.44
2006,1,12,20,0.0,6.59,3.5
2006,1,12,21,0.0,6.14,3.63
2006,1,12,22,0.0,5.78,3.59
2006,1,12,23,0.0,5.52,3.34
2006,1,13,0,0.0,5.49,2.94
2006,1,13,1,0.0,5.7,2.67
2006,1,13,2,0.0,5.84,2.65
2006,1,13,3,0.0,5.76,2.54
2006,1,13,4,0.0,5.59,2.5
2006,1,13,5,0.0,5.5,2.54
2006,1,13,6,0.0,5.59,2.63
2006,1,13,7,11.7,5.8,2.81
2006,1,13,8,39.38,6.2,3.06
2006,1,13,9,112.45,6.51,3.09
2006,1,13,10,179.48,6.68,2.97
2006,1,13,11,147.45,6.97,3.07
2006,1,13,12,139.4,7.19,3.22
2006,1,13,13,134.18,7.33,3.34
2006,1,13,14,101.1,7.39,3.18
2006,1,13,15,55.12,7.37,3.0
2006,1,13,16,14.57,7.33,3.46
2006,1,13,17,0.0,7.62,4.6
2006,1,13,18,0.0,8.04,5.49
2006,1,13,19,0.0,8.29,5.03
2006,1,13,20,0.0,8.22,4.55
2006,1,13,21,0.0,8.15,4.73
2006,1,13,22,0.0,8.46,4.93
2006,1,13,23,0.0,8.98,5.25
2006,1,14,0,0.0,9.5,5.87
2006,1,14,1,0.0,9.78,5.98
2006,1,14,2,0.0,10.43,7.01
2006,1,14,3,0.0,10.72,7.62
2006,1,14,4,0.0,10.86,7.79
2006,1,14,5,0.0,10.57,7.27
2006,1,14,6,0.0,10.58,7.35
2006,1,14,7,4.4,10.59,7.52
2006,1,14,8,24.95,10.55,7.85
2006,1,14,9,53.9,10.97,9.05
2006,1,14,10,71.85,10.72,8.36
2006,1,14,11,49.78,10.61,7.16
2006,1,14,12,73.43,10.36,5.88
2006,1,14,13,59.53,10.15,5.13
2006,1,14,14,51.75,9.99,3.46
2006,1,14,15,16.35,9.83,3.07
2006,1,14,16,11.6,9.48,1.14
2006,1,14,17,0.0,9.1,3.89
2006,1,14,18,0.0,7.52,7.44
2006,1,14,19,0.0,5.23,10.25
2006,1,14,20,0.0,2.9,11.47
2006,1,14,21,0.0,1.51,11.48
2006,1,14,22,0.0,1.03,11.52
2006,1,14,23,0.0,0.76,12.03
2006,1,15,0,0.0,0.39,12.23
2006,1,15,1,0.0,-0.27,12.57
2006,1,15,2,0.0,-0.85,12.71
2006,1,15,3,0.0,-1.31,12.47
2006,1,15,4,0.0,-1.7,12.37
2006,1,15,5,0.0,-1.93,12.21
2006,1,15,6,0.0,-2.2,11.91
2006,1,15,7,9.05,-2.58,11.89
2006,1,15,8,16.85,-2.92,11.85
2006,1,15,9,142.12,-3.21,11.6
2006,1,15,10,157.82,-3.41,11.41
2006,1,15,11,346.15,-3.18,11.36
2006,1,15,12,393.3,-2.75,11.32
2006,1,15,13,420.52,-2.49,11.25
2006,1,15,14,366.35,-2.58,11.14
2006,1,15,15,212.4,-3.01,10.92
2006,1,15,16,45.12,-3.78,10.73
2006,1,15,17,0.0,-4.75,10.51
2006,1,15,18,0.0,-5.48,10.08
2006,1,15,19,0.0,-5.97,9.63
2006,1,15,20,0.0,-6.21,9.12
2006,1,15,21,0.0,-6.3,8.74
2006,1,15,22,0.0,-6.43,8.45
2006,1,15,23,0.0,-6.59,8.14
2006,1,16,0,0.0,-6.74,7.91
2006,1,16,1,0.0,-6.86,7.66
2006,1,16,2,0.0,-6.92,7.49
2006,1,16,3,0.0,-6.94,7.36
2006,1,16,4,0.0,-6.89,7.26
2006,1,16,5,0.0,-6.77,7.05
2006,1,16,6,0.0,-6.55,6.82
2006,1,16,7,12.2,-6.24,6.69
2006,1,16,8,72.2,-5.46,6.65
2006,1,16,9,175.25,-4.66,6.41
2006,1,16,10,275.38,-3.71,6.25
2006,1,16,11,250.65,-2.7,6.22
2006,1,16,12,306.95,-1.75,5.96
2006,1,16,13,299.27,-0.93,5.63
2006,1,16,14,241.27,-0.38,5.36
2006,1,16,15,161.88,-0.21,5.0
2006,1,16,16,33.28,-0.76,4.63
2006,1,16,17,0.0,-1.0,4.72
2006,1,16,18,0.0,-0.73,4.8
2006,1,16,19,0.0,-0.7,4.76
2006,1,16,20,0.0,-0.81,4.65
2006,1,16,21,0.0,-0.88,4.31
2006,1,16,22,0.0,-1.08,3.82
2006,1,16,23,0.0,-1.24,3.51
2006,1,17,0,0.0,-1.31,3.29
2006,1,17,1,0.0,-1.35,2.82
2006,1,17,2,0.0,-1.35,2.57
2006,1,17,3,0.0,-1.28,2.52
2006,1,17,4,0.0,-1.09,2.57
2006,1,17,5,0.0,-0.96,2.73
2006,1,17,6,0.0,-0.89,2.73
2006,1,17,7,13.8,-0.64,2.98
2006,1,17,8,78.82,0.34,3.39
2006,1,17,9,180.5,1.43,3.78
2006,1,17,10,216.52,2.32,3.93
2006,1,17,11,242.18,3.05,4.03
2006,1,17,12,226.27,3.62,4.12
2006,1,17,13,138.93,4.12,4.34
2006,1,17,14,102.82,4.48,4.43
2006,1,17,15,33.75,4.53,4.22
2006,1,17,16,14.38,4.43,4.8
2006,1,17,17,0.0,4.64,5.27
2006,1,17,18,0.0,4.97,5.79
2006,1,17,19,0.0,5.31,6.44
2006,1,17,20,0.0,5.64,7.08
2006,1,17,21,0.0,6.16,7.66
2006,1,17,22,0.0,6.87,8.82
2006,1,17,23,0.0,7.39,9.43
2006,1,18,0,0.0,8.02,9.7
2006,1,18,1,0.0,8.79,9.44
2006,1,18,2,0.0,9.63,9.58
2006,1,18,3,0.0,10.37,10.14
2006,1,18,4,0.0,10.81,10.94
2006,1,18,5,0.0,11.41,12.01
2006,1,18,6,0.0,11.93,12.74
2006,1,18,7,5.88,12.43,13.59
2006,1,18,8,4.22,12.89,14.63
2006,1,18,9,31.02,13.26,15.7
2006,1,18,10,62.92,12.74,13.6
2006,1,18,11,71.82,10.01,10.58
2006,1,18,12,57.42,6.85,8.65
2006,1,18,13,90.43,6.47,7.69
2006,1,18,14,143.02,6.92,7.88
2006,1,18,15,92.35,6.77,8.58
2006,1,18,16,32.53,5.73,9.26
2006,1,18,17,0.0,4.57,9.34
2006,1,18,18,0.0,3.74,9.15
2006,1,18,19,0.0,3.12,8.89
2006,1,18,20,0.0,2.61,8.8
2006,1,18,21,0.0,2.01,8.73
2006,1,18,22,0.0,1.57,8.25
2006,1,18,23,0.0,1.33,7.86
2006,1,19,0,0.0,1.23,7.58
2006,1,19,1,0.0,1.25,7.26
2006,1,19,2,0.0,1.33,7.26
2006,1,19,3,0.0,1.45,7.41
2006,1,19,4,0.0,1.66,7.29
2006,1,19,5,0.0,1.4,7.06
2006,1,19,6,0.0,1.08,6.46
2006,1,19,7,17.1,1.17,6.07
2006,1,19,8,138.82,2.1,6.22
2006,1,19,9,267.12,3.27,6.69
2006,1,19,10,357.98,4.24,6.79
2006,1,19,11,367.02,4.87,6.13
2006,1,19,12,339.05,5.29,5.32
2006,1,19,13,276.12,5.63,4.66
2006,1,19,14,198.12,5.97,4.18
2006,1,19,15,139.57,5.95,3.5
2006,1,19,16,38.28,5.35,3.36
2006,1,19,17,0.0,4.99,3.86
2006,1,19,18,0.0,4.79,4.46
2006,1,19,19,0.0,4.68,5.09
2006,1,19,20,0.0,4.65,5.46
2006,1,19,21,0.0,4.64,5.66
2006,1,19,22,0.0,4.56,5.67
2006,1,19,23,0.0,4.58,5.53
2006,1,20,0,0.0,4.47,5.45
2006,1,20,1,0.0,4.4,5.57
2006,1,20,2,0.0,4.43,5.75
2006,1,20,3,0.0,4.51,5.9
2006,1,20,4,0.0,4.51,5.96
2006,1,20,5,0.0,4.41,5.85
2006,1,20,6,0.0,4.18,5.55
2006,1,20,7,14.32,4.25,5.67
2006,1,20,8,129.9,4.83,5.89
2006,1,20,9,259.25,5.52,5.62
2006,1,20,10,356.92,6.71,4.89
2006,1,20,11,418.9,7.78,4.23
2006,1,20,12,409.52,8.68,3.9
2006,1,20,13,340.95,9.31,3.78
2006,1,20,14,262.05,9.62,3.61
2006,1,20,15,152.12,9.36,3.3
2006,1,20,16,29.0,8.41,3.41
2006,1,20,17,0.0,7.99,3.81
2006,1,20,18,0.0,7.7,3.94
2006,1,20,19,0.0,7.26,3.82
2006,1,20,20,0.0,6.86,3.61
2006,1,20,21,0.0,6.55,3.46
2006,1,20,22,0.0,6.28,3.48
2006,1,20,23,0.0,5.96,3.7
2006,1,21,0,0.0,5.66,4.05
2006,1,21,1,0.0,5.45,4.3
2006,1,21,2,0.0,5.33,4.42
2006,1,21,3,0.0,5.26,4.55
2006,1,21,4,0.0,5.16,4.81
2006,1,21,5,0.0,5.17,5.01
2006,1,21,6,0.0,5.26,5.27
2006,1,21,7,12.5,5.56,5.89
2006,1,21,8,75.9,6.02,6.49
2006,1,21,9,144.12,6.57,6.51
2006,1,21,10,221.68,7.68,6.79
2006,1,21,11,298.77,9.03,7.03
2006,1,21,12,322.02,10.13,7.09
2006,1,21,13,260.9,10.73,7.03
2006,1,21,14,159.05,11.02,6.61
2006,1,21,15,99.85,11.11,5.86
2006,1,21,16,28.05,10.99,6.37
2006,1,21,17,0.0,9.97,8.57
2006,1,21,18,0.0,7.03,9.52
2006,1,21,19,0.0,5.11,8.41
2006,1,21,20,0.0,4.41,7.35
2006,1,21,21,0.0,4.01,6.76
2006,1,21,22,0.0,3.36,6.51
2006,1,21,23,0.0,2.72,6.34
2006,1,22,0,0.0,2.1,5.9
2006,1,22,1,0.0,1.53,5.29
2006,1,22,2,0.0,1.04,4.84
2006,1,22,3,0.0,0.59,4.51
2006,1,22,4,0.0,0.3,4.38
2006,1,22,5,0.0,0.09,4.34
2006,1,22,6,0.0,-0.08,4.26
2006,1,22,7,15.07,0.19,4.17
2006,1,22,8,160.85,1.19,4.41
2006,1,22,9,314.7,1.73,4.2
2006,1,22,10,428.5,2.29,3.72
2006,1,22,11,503.02,2.83,3.2
2006,1,22,12,499.77,3.32,2.64
2006,1,22,13,427.88,3.63,2.55
2006,1,22,14,338.48,3.76,2.4
2006,1,22,15,195.73,3.63,2.12
2006,1,22,16,44.65,2.97,2.23
2006,1,22,17,0.0,2.49,2.61
2006,1,22,18,0.0,2.58,3.2
2006,1,22,19,0.0,2.81,3.58
2006,1,22,20,0.0,3.05,3.91
2006,1,22,21,0.0,3.16,4.0
2006,1,22,22,0.0,3.56,3.86
2006,1,22,23,0.0,3.94,3.81
2006,1,23,0,0.0,3.94,3.99
2006,1,23,1,0.0,4.0,4.01
2006,1,23,2,0.0,3.53,3.79
2006,1,23,3,0.0,3.47,4.37
2006,1,23,4,0.0,3.83,4.88
2006,1,23,5,0.0,4.22,5.3
2006,1,23,6,0.0,4.62,5.76
2006,1,23,7,8.3,4.98,5.35
2006,1,23,8,28.42,5.25,3.68
2006,1,23,9,53.85,5.11,3.0
2006,1,23,10,94.47,5.09,1.01
2006,1,23,11,84.68,5.15,1.38
2006,1,23,12,92.12,5.12,3.08
2006,1,23,13,104.28,4.9,4.01
2006,1,23,14,60.47,4.61,3.93
2006,1,23,15,53.03,4.4,3.71
2006,1,23,16,21.05,4.03,3.64
2006,1,23,17,0.0,3.59,3.81
2006,1,23,18,0.0,3.28,3.94
2006,1,23,19,0.0,3.07,3.85
2006,1,23,20,0.0,2.93,3.64
2006,1,23,21,0.0,2.82,3.45
2006,1,23,22,0.0,2.67,3.33
2006,1,23,23,0.0,2.38,3.37
2006,1,24,0,0.0,2.04,3.52
2006,1,24,1,0.0,1.7,3.72
2006,1,24,2,0.0,1.41,3.71
2006,1,24,3,0.0,1.26,3.5
2006,1,24,4,0.0,1.05,3.16
2006,1,24,5,0.0,0.93,2.68
2006,1,24,6,0.0,0.91,2.23
2006,1,24,7,21.23,1.32,1.88
2006,1,24,8,166.2,2.36,1.7
2006,1,24,9,330.7,3.27,1.55
2006,1,24,10,451.77,4.34,1.54
2006,1,24,11,512.88,5.02,2.0
2006,1,24,12,519.92,5.51,2.68
2006,1,24,13,465.17,5.85,3.33
2006,1,24,14,357.98,6.05,3.75
2006,1,24,15,213.07,5.95,3.61
2006,1,24,16,51.97,4.97,3.32
2006,1,24,17,0.0,4.37,3.56
2006,1,24,18,0.0,4.31,3.98
2006,1,24,19,0.0,4.3,4.41
2006,1,24,20,0.0,4.38,4.72
2006,1,24,21,0.0,4.5,4.92
2006,1,24,22,0.0,4.77,5.18
2006,1,24,23,0.0,4.92,5.41
2006,1,25,0,0.0,4.88,6.52
2006,1,25,1,0.0,4.33,7.32
2006,1,25,2,0.0,3.63,6.43
2006,1,25,3,0.0,3.07,6.23
2006,1,25,4,0.0,2.9,6.49
2006,1,25,5,0.0,2.65,6.42
2006,1,25,6,0.0,2.59,6.57
2006,1,25,7,22.5,2.62,6.75
2006,1,25,8,156.1,3.2,7.5
2006,1,25,9,265.23,3.79,7.87
2006,1,25,10,315.25,4.08,7.71
2006,1,25,11,320.4,4.28,7.48
2006,1,25,12,175.45,4.53,7.61
2006,1,25,13,162.98,4.87,7.66
2006,1,25,14,130.75,5.09,7.58
2006,1,25,15,100.78,5.02,7.54
2006,1,25,16,26.95,4.42,7.49
2006,1,25,17,0.0,3.78,7.79
2006,1,25,18,0.0,3.42,8.03
2006,1,25,19,0.0,3.24,8.17
2006,1,25,20,0.0,2.96,8.38
2006,1,25,21,0.0,2.56,8.6
2006,1,25,22,0.0,2.17,8.76
2006,1,25,23,0.0,1.76,8.74
2006,1,26,0,0.0,1.25,8.59
2006,1,26,1,0.0,0.72,8.37
2006,1,26,2,0.0,0.34,8.25
2006,1,26,3,0.0,0.08,8.31
2006,1,26,4,0.0,-0.14,8.42
2006,1,26,5,0.0,-0.35,8.47
2006,1,26,6,0.0,-0.62,8.46
2006,1,26,7,21.52,-0.8,8.57
2006,1,26,8,150.68,-0.59,8.86
2006,1,26,9,281.08,-0.14,8.89
2006,1,26,10,390.6,0.5,8.8
2006,1,26,11,470.33,1.14,8.65
2006,1,26,12,525.35,1.61,8.5
2006,1,26,13,475.38,1.73,8.46
2006,1,26,14,368.7,1.56,8.43
2006,1,26,15,223.85,1.14,8.36
2006,1,26,16,63.8,0.42,8.11
2006,1,26,17,0.0,-0.29,8.04
2006,1,26,18,0.0,-0.76,7.99
2006,1,26,19,0.0,-1.11,7.76
2006,1,26,20,0.0,-1.44,7.52
2006,1,26,21,0.0,-1.8,7.36
2006,1,26,22,0.0,-2.13,7.1
2006,1,26,23,0.0,-2.38,7.02
2006,1,27,0,0.0,-2.57,6.89
2006,1,27,1,0.0,-2.67,6.65
2006,1,27,2,0.0,-2.66,6.34
2006,1,27,3,0.0,-2.57,6.02
2006,1,27,4,0.0,-2.57,5.69
2006,1,27,5,0.0,-2.5,5.36
2006,1,27,6,0.0,-2.37,5.0
2006,1,27,7,27.92,-2.01,4.85
2006,1,27,8,186.48,-1.29,4.56
2006,1,27,9,346.95,-0.47,3.89
2006,1,27,10,468.98,0.52,3.34
2006,1,27,11,534.78,1.59,3.14
2006,1,27,12,543.12,2.62,3.3
2006,1,27,13,488.98,3.43,3.55
2006,1,27,14,381.67,3.97,3.65
2006,1,27,15,232.57,4.11,3.46
2006,1,27,16,68.75,3.3,3.52
2006,1,27,17,0.0,2.97,3.98
2006,1,27,18,0.0,2.99,4.66
2006,1,27,19,0.0,2.75,5.34
2006,1,27,20,0.0,2.32,5.69
2006,1,27,21,0.0,2.06,5.8
2006,1,27,22,0.0,1.97,5.76
2006,1,27,23,0.0,1.87,5.64
2006,1,28,0,0.0,1.75,5.39
2006,1,28,1,0.0,1.61,5.19
2006,1,28,2,0.0,1.67,5.11
2006,1,28,3,0.0,1.67,5.03
2006,1,28,4,0.0,1.77,5.06
2006,1,28,5,0.0,1.74,5.04
2006,1,28,6,0.0,1.63,4.99
2006,1,28,7,14.52,2.03,5.17
2006,1,28,8,125.32,2.72,5.31
2006,1,28,9,248.52,3.43,5.29
